metabolite_name,chemical_formula,smiles,inchikey,name,uniprotkb
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,Aldehyde oxidase,Q06278
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,4-trimethylaminobutyraldehyde dehydrogenase,P49189
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,Alpha-aminoadipic semialdehyde dehydrogenase,P49419
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,Aldehyde dehydrogenase family 1 member A3,P47895
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,"Aldehyde dehydrogenase, mitochondrial",P05091
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,Fatty aldehyde dehydrogenase,P51648
5-Hydroxyindoleacetic acid,C10H9NO3,OC(=O)CC1=CNC2=C1C=C(O)C=C2,DUUGKQCEGZLZNO-UHFFFAOYSA-N,"Aldehyde dehydrogenase X, mitochondrial",P30837
Hydrocinnamic acid,C9H10O2,OC(=O)CCC1=CC=CC=C1,XMIIGOLPHOKFCH-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Mannitol,C6H14O6,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N,Multidrug resistance protein 1,P08183
Phenyllactic acid,C9H10O3,OC(CC1=CC=CC=C1)C(O)=O,VOXXWSYKYCBWHO-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
Phenyllactic acid,C9H10O3,OC(CC1=CC=CC=C1)C(O)=O,VOXXWSYKYCBWHO-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Serum paraoxonase/lactonase 3,Q15166
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 1,P27169
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 2,Q15165
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Intestinal-type alkaline phosphatase,P09923
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Lysosomal acid phosphatase,P11117
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"Alkaline phosphatase, tissue-nonspecific isozyme",P05186
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Tartrate-resistant acid phosphatase type 5,P13686
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"Alkaline phosphatase, placental-like",P10696
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"Aldehyde dehydrogenase X, mitochondrial",P30837
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Sorbitol dehydrogenase,Q00796
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Alcohol dehydrogenase [NADP(+)],P14550
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Alcohol dehydrogenase 4,P08319
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Alcohol dehydrogenase 1B,P00325
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Alcohol dehydrogenase 1A,P07327
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Alcohol dehydrogenase 6,P28332
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Beta-glucuronidase,P08236
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Plasma alpha-L-fucosidase,Q9BTY2
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"Trans-2-enoyl-CoA reductase, mitochondrial",Q9BV79
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Lysozyme C,P61626
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Lecithin retinol acyltransferase,O95237
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Nuclear receptor subfamily 1 group I member 3,Q14994
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Zinc-binding alcohol dehydrogenase domain-containing protein 2,Q8N4Q0
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Q8IWW8
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Fatty acyl-CoA reductase 2,Q96K12
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Acyl-CoA wax alcohol acyltransferase 2,Q6E213
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Klotho,Q9UEF7
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Testicular acid phosphatase,Q9BZG2
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Carboxylesterase 5A,Q6NT32
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Acid phosphatase-like protein 2,Q8TE99
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog-like,Q9HCJ6
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Quinone oxidoreductase PIG3,Q53FA7
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog,Q99536
Propyl alcohol,C3H8O,CCCO,BDERNNFJNOPAEC-UHFFFAOYSA-N,"Reticulon-4-interacting protein 1, mitochondrial",Q8WWV3
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Phospholipase A2, membrane associated",P14555
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Serum paraoxonase/lactonase 3,Q15166
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 1,P27169
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Serum paraoxonase/arylesterase 2,Q15165
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Intestinal-type alkaline phosphatase,P09923
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Lysosomal acid phosphatase,P11117
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Alkaline phosphatase, tissue-nonspecific isozyme",P05186
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Tartrate-resistant acid phosphatase type 5,P13686
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Alkaline phosphatase, placental-like",P10696
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Peroxiredoxin-6,P30041
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Aldehyde dehydrogenase X, mitochondrial",P30837
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,L-xylulose reductase,Q7Z4W1
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Sulfotransferase family cytosolic 2B member 1,O00204
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Ribonuclease pancreatic,P07998
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Sorbitol dehydrogenase,Q00796
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Alcohol dehydrogenase [NADP(+)],P14550
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Alcohol dehydrogenase 4,P08319
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Adenosylhomocysteinase,P23526
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Alcohol dehydrogenase 1B,P00325
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Alcohol dehydrogenase 1A,P07327
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Alcohol dehydrogenase 6,P28332
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Beta-glucuronidase,P08236
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Plasma alpha-L-fucosidase,Q9BTY2
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,GTP cyclohydrolase 1,P30793
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Trans-2-enoyl-CoA reductase, mitochondrial",Q9BV79
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Chitotriosidase-1,Q13231
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,mRNA-capping enzyme,O60942
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Ganglioside GM2 activator,P17900
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Lecithin retinol acyltransferase,O95237
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Tumor necrosis factor,P01375
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Nuclear receptor subfamily 1 group I member 3,Q14994
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Zinc-binding alcohol dehydrogenase domain-containing protein 2,Q8N4Q0
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Q8IWW8
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Fatty acyl-CoA reductase 2,Q96K12
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Acyl-CoA wax alcohol acyltransferase 2,Q6E213
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Klotho,Q9UEF7
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Trypsin-2,P07478
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Testicular acid phosphatase,Q9BZG2
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Carboxylesterase 5A,Q6NT32
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Spliceosome RNA helicase DDX39B,Q13838
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",Q9BV57
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Acid phosphatase-like protein 2,Q8TE99
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog-like,Q9HCJ6
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Quinone oxidoreductase PIG3,Q53FA7
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,Synaptic vesicle membrane protein VAT-1 homolog,Q99536
Isopropyl alcohol,C3H8O,CC(C)O,KFZMGEQAYNKOFK-UHFFFAOYSA-N,"Reticulon-4-interacting protein 1, mitochondrial",Q8WWV3
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Aromatic-L-amino-acid decarboxylase,P20711
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Amiloride-sensitive amine oxidase [copper-containing],P19801
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Retina-specific copper amine oxidase,O75106
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histamine N-methyltransferase,P50135
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histidine decarboxylase,P19113
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histamine H2 receptor,P25021
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Synaptic vesicular amine transporter,Q05940
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histamine H3 receptor,Q9Y5N1
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histamine H1 receptor,P35367
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Histamine H4 receptor,Q9H3N8
Histamine,C5H9N3,NCCC1=CNC=N1,NTYJJOPFIAHURM-UHFFFAOYSA-N,Zinc finger protein 219,Q9P2Y4
Acetylcholine,C7H16NO2,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N,Choline O-acetyltransferase,P28329
Acetylcholine,C7H16NO2,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N,Acetylcholinesterase,P22303
Acetylcholine,C7H16NO2,CC(=O)OCC[N+](C)(C)C,OIPILFWXSMYKGL-UHFFFAOYSA-N,Cholinesterase,P06276
Trimethylamine,C3H9N,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 5,P49326
Trimethylamine,C3H9N,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 2,Q99518
Trimethylamine,C3H9N,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 4,P31512
Trimethylamine,C3H9N,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 3,P31513
Trimethylamine,C3H9N,CN(C)C,GETQZCLCWQTVFV-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 1,Q01740
Trimethylamine N-oxide,C3H9NO,C[N+](C)(C)[O-],UYPYRKYUKCHHIB-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 5,P49326
Trimethylamine N-oxide,C3H9NO,C[N+](C)(C)[O-],UYPYRKYUKCHHIB-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 2,Q99518
Trimethylamine N-oxide,C3H9NO,C[N+](C)(C)[O-],UYPYRKYUKCHHIB-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 4,P31512
Trimethylamine N-oxide,C3H9NO,C[N+](C)(C)[O-],UYPYRKYUKCHHIB-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 3,P31513
Trimethylamine N-oxide,C3H9NO,C[N+](C)(C)[O-],UYPYRKYUKCHHIB-UHFFFAOYSA-N,Dimethylaniline monooxygenase [N-oxide-forming] 1,Q01740
trans-Cinnamic acid,C9H8O2,OC(=O)\C=C\C1=CC=CC=C1,WBYWAXJHAXSJNI-VOTSOKGWSA-N,UDP-glucuronosyltransferase 1-1,P22309
Ferulic acid,C10H10O4,COC1=C(O)C=CC(\C=C\C(O)=O)=C1,KSEBMYQBYZTDHS-HWKANZROSA-N,UDP-glucuronosyltransferase 1-1,P22309
Ferulic acid,C10H10O4,COC1=C(O)C=CC(\C=C\C(O)=O)=C1,KSEBMYQBYZTDHS-HWKANZROSA-N,Sulfotransferase 1A3,P0DMM9
Tartaric acid,C4H6O6,O[C@H]([C@@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-JCYAYHJZSA-N,Tartrate-resistant acid phosphatase type 5,P13686
Tartaric acid,C4H6O6,O[C@H]([C@@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-JCYAYHJZSA-N,Prostatic acid phosphatase,P15309
Tartaric acid,C4H6O6,O[C@H]([C@@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-JCYAYHJZSA-N,Lysophosphatidic acid phosphatase type 6,Q9NPH0
Tartaric acid,C4H6O6,O[C@H]([C@@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-JCYAYHJZSA-N,Testicular acid phosphatase,Q9BZG2
Tartaric acid,C4H6O6,O[C@H]([C@@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-JCYAYHJZSA-N,Putative uncharacterized protein ACP1,B5MCC7
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Aldo-keto reductase family 1 member C4,P17516
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Catechol O-methyltransferase,P21964
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Sulfotransferase 1A3/1A4,P50224
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Aldo-keto reductase family 1 member C3,P42330
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Aldo-keto reductase family 1 member C1,Q04828
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Aldo-keto reductase family 1 member C2,P52895
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,UDP-glucuronosyltransferase 1-1,P22309
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",Q9UQ10
Pyrocatechol,C6H6O2,OC1=CC=CC=C1O,YCIMNLLNPGFGHC-UHFFFAOYSA-N,Transmembrane O-methyltransferase,Q8WZ04
Trehalose,C12H22O11,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,HDTRYLNUVZCQOY-LIZSDCNHSA-N,Trehalase,O43280
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,4-trimethylaminobutyraldehyde dehydrogenase,P49189
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,"Aldehyde dehydrogenase, dimeric NADP-preferring",P30838
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alpha-aminoadipic semialdehyde dehydrogenase,P49419
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Aldehyde dehydrogenase family 1 member A3,P47895
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,"Aldehyde dehydrogenase, mitochondrial",P05091
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Fatty aldehyde dehydrogenase,P51648
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,"Aldehyde dehydrogenase X, mitochondrial",P30837
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,6-pyruvoyl tetrahydrobiopterin synthase,Q03393
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase [NADP(+)],P14550
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase 4,P08319
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Aldehyde dehydrogenase family 3 member B2,P48448
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Aldehyde dehydrogenase family 3 member B1,P43353
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase class-3,P11766
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase 1B,P00325
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase class 4 mu/sigma chain,P40394
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase 1A,P07327
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase 6,P28332
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Alcohol dehydrogenase 1C,P00326
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Putative deoxyribose-phosphate aldolase,Q9Y315
Acetaldehyde,C2H4O,CC=O,IKHGUXGNUITLKF-UHFFFAOYSA-N,Ethanolamine-phosphate phospho-lyase,Q8TBG4
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,Q9Y223
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,Sialic acid synthase,Q9NR45
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,N-acylglucosamine 2-epimerase,P51606
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,N-acetylneuraminate lyase,Q9BXD5
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,14 kDa phosphohistidine phosphatase,Q9NRX4
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,Myotubularin-related protein 1,Q13613
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,Myotubularin-related protein 2,Q13614
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,Myotubularin-related protein 6,Q9Y217
N-Acetylmannosamine,C8H15NO6,CC(=O)N[C@@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,OVRNDRQMDRJTHS-OZRXBMAMSA-N,Myotubularin-related protein 7,Q9Y216
L-Sorbose,C6H12O6,OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,LKDRXBCSQODPBY-BGPJRJDNSA-N,Sorbitol dehydrogenase,Q00796
D-Alanine,C3H7NO2,C[C@@H](N)C(O)=O,QNAYBMKLOCPYGJ-UWTATZPHSA-N,D-amino-acid oxidase,P14920
D-Lactic acid,C3H6O3,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,"Hydroxyacylglutathione hydrolase, mitochondrial",Q16775
D-Lactic acid,C3H6O3,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,Monocarboxylate transporter 4,O15427
D-Lactic acid,C3H6O3,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,Monocarboxylate transporter 1,P53985
D-Lactic acid,C3H6O3,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,Monocarboxylate transporter 2,O60669
D-Lactic acid,C3H6O3,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,"Probable D-lactate dehydrogenase, mitochondrial",Q86WU2
D-Lactic acid,C3H6O3,C[C@@H](O)C(O)=O,JVTAAEKCZFNVCJ-UWTATZPHSA-N,Hydroxyacylglutathione hydrolase-like protein,Q6PII5
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,Catechol O-methyltransferase,P21964
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,"Aldehyde dehydrogenase, dimeric NADP-preferring",P30838
"3,4-Dihydroxybenzeneacetic acid",C8H8O4,OC(=O)CC1=CC(O)=C(O)C=C1,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,Aldehyde dehydrogenase family 1 member A3,P47895
